country,year,population,pop_density,net_migration,migration_perc,iso3c,iso2c,region,adminregion,incomeLevel,lendingType,capitalCity,longitude,latitude
Arab World,1996,259000953.0,23.052159992669,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1995,253107289.0,22.5275994306427,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1994,245449409.0,21.8460163209286,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1993,239243261.0,21.2936433857055,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1992,232956352.0,20.7340823862239,-255813.0,-0.001098115581754989,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1991,228731685.0,20.3581057247267,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1990,222653373.0,19.8171097611641,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1989,214753970.0,19.1140288502871,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1988,208889682.0,18.5920819450989,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1987,203084971.0,18.0754376496682,-562598.0,-0.0027702591542335254,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1986,197338142.0,17.5639451016904,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1985,191650331.0,17.057705410061,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1984,186035305.0,16.5579438971115,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1983,180505996.0,16.0658115665746,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1982,175061792.0,15.5812539478128,497963.0,0.002844498472859229,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1981,169698994.0,15.1039418138845,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1980,164420785.0,14.6341584655076,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1979,159218552.0,14.1711373085626,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1978,154111175.0,13.7165587444165,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1977,149161891.0,13.2760511386001,1644984.0,0.011028178772552568,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1976,144453278.0,12.856964288998,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1975,140040649.0,12.4642212909914,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1974,135952252.0,12.1003363383201,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1973,132161298.0,11.7629250945321,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1972,128598734.0,11.4458007960073,-920852.0,-0.007160661472763799,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1971,125164745.0,11.1401620637498,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1970,121785650.0,10.8394091166735,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1969,118437195.0,10.5413832519368,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1968,115136178.0,10.2475795586109,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1967,111899364.0,9.95949018863525,-835129.0,-0.007463214893696804,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1966,108758610.0,9.67995054220869,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1965,105736431.0,9.4109645442293,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1964,102832760.0,9.15252623142955,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1963,100034179.0,8.90344134823396,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1962,97334442.0,8.66315397570344,-499808.0,-0.005134955209380046,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1961,94724510.0,8.43085960674702,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Arab World,1960,92197753.0,,,,ARB,1A,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,2018,7358965.0,18.1770161788317,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,2017,7314990.0,18.0683957021119,-87055.0,-0.01190090485427868,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,2016,7269386.0,17.955751512906,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,2015,7222212.0,17.8392293442016,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,2014,7173435.0,17.7187476843275,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,2013,7123332.0,17.5949907373101,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,2012,7072665.0,17.469840681734,-91451.0,-0.012930203819917952,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,2011,7022387.0,17.3456514758553,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,2010,6973206.0,17.2241719155243,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,2009,6925452.0,17.1062171174509,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,2008,6878978.0,16.9914239841917,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,2007,6833393.0,16.8788267259479,-142453.0,-0.020846598461408558,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,2006,6788123.0,16.7670075336544,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,2005,6742717.0,16.6548524144745,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,2004,6696953.0,16.5418130171669,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,2003,6650971.0,16.4282351488206,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,2002,6604965.0,16.314597999259,-176783.0,-0.02676516832413192,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,2001,6559096.0,16.2012992466346,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,2000,6513485.0,16.0886377670742,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1999,6468476.0,15.9774632579968,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1998,6423827.0,15.8671779671483,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1997,6378552.0,15.7553464246017,-230119.0,-0.03607699678547733,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1996,6331280.0,15.6385821909349,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1995,6281190.0,15.5148573545758,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1994,6227335.0,15.3818327775719,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1993,6170351.0,15.2410794121279,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1992,6112815.0,15.0989625787329,-236400.0,-0.038672853668890686,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1991,6058308.0,14.9643275287143,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1990,6009251.0,14.8431542546622,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1989,5967018.0,14.7388366061504,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1988,5930179.0,14.6478424107694,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1987,5894827.0,14.5605211806842,-341887.0,-0.05799780044435571,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1986,5855443.0,14.4632407064345,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1985,5808179.0,14.3464962331728,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1984,5751543.0,14.2066024453501,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1983,5687092.0,14.0474052118068,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1982,5617885.0,13.8764604174386,-266114.0,-0.04736907216861862,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1981,5548512.0,13.7051055946647,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1980,5482206.0,13.5413264171916,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1979,5419884.0,13.3844125055564,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1978,5360561.0,13.2379142589026,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1977,5303307.0,13.096525411172,-271073.0,-0.05111395587696507,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1976,5246563.0,12.9563960092853,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1975,5189153.0,12.8146219192967,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1974,5130833.0,12.6749827075099,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1973,5071954.0,12.5295306324111,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1972,5012612.0,12.3829347826087,-284690.0,-0.05679474094543922,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1971,4953087.0,12.2358868577075,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1970,4893454.0,12.0885721343874,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1969,4833842.0,11.9413092885376,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1968,4773902.0,11.7932361660079,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1967,4712526.0,11.6416156126482,-298610.0,-0.0633651676404544,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1966,4648367.0,11.4831200592885,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1965,4580374.0,11.3151531620553,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1964,4508198.0,11.1368527667984,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1963,4432217.0,10.9491526679842,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1962,4353628.0,10.7550098814229,-262832.0,-0.06037079879126099,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1961,4274060.0,10.5584486166008,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Caribbean small states,1960,4194710.0,,,,CSS,S3,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,2018,102511922.0,92.7664366303472,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,2017,102738854.0,92.9717949202581,-642033.0,-0.006249174241324514,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,2016,102994343.0,93.2029953861731,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,2015,103257751.0,93.4413112332841,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,2014,103496179.0,93.6566150254285,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,2013,103713726.0,93.8523755293138,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,2012,103935318.0,94.1445062126306,-805917.0,-0.007754024478955267,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,2011,104174038.0,94.3444760307422,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,2010,104421447.0,94.5707495803275,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,2009,104800475.0,94.9175806141066,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,2008,105001883.0,95.1847901708816,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,2007,105378748.0,95.5256583504932,-993491.0,-0.00942781176333581,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,2006,105772481.0,95.8730166945605,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,2005,106041911.0,96.1146166144935,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,2004,106331716.0,96.364189591326,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,2003,106624167.0,96.6432396840155,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,2002,106959751.0,96.948288903423,-804567.0,-0.007522147279493947,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,2001,107660041.0,97.4355445970157,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,2000,108447824.0,98.148511682262,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1999,109060951.0,98.6971572132785,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1998,109238340.0,98.8585840161036,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1997,109422013.0,99.0239083799517,-1006566.0,-0.009198935135656845,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1996,109626194.0,99.2041977086418,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1995,109864246.0,99.4286160742163,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1994,110021594.0,99.5692158949737,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1993,110041924.0,99.5921210133005,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1992,110111454.0,99.6541463964261,-1411284.0,-0.012816868261498027,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1991,110469467.0,99.9781589159915,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1990,110743128.0,100.235809077629,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1989,110801640.0,100.288769453289,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1988,110686740.0,100.095079109002,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1987,110296425.0,99.7412115468437,-657287.0,-0.00595927746524876,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1986,109846594.0,99.3344287437626,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1985,109360713.0,98.89504587521,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1984,108853466.0,98.4363417029442,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1983,108326149.0,97.9594882015796,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1982,107770028.0,97.4557059093754,-321864.0,-0.0029865817609326406,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1981,107191491.0,96.9316622748556,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1980,106576687.0,96.3748327087794,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1979,105948616.0,95.8060162804535,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1978,105329397.0,95.2417697184958,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1977,104616884.0,94.5983510352598,-129100.0,-0.001234026431144709,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1976,103776068.0,93.8389034773613,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1975,102860571.0,93.0093885973257,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1974,101939916.0,92.1769067451778,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1973,101112680.0,91.4288969505821,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1972,100357161.0,90.7457356616597,-123404.0,-0.0012296481762771269,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1971,99635258.0,90.0929708947153,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1970,99134548.0,89.639404444782,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1969,98606630.0,89.1612444119732,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1968,97884022.0,88.5078539807005,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1967,97043270.0,87.7468429742501,-200621.0,-0.002067335529810568,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1966,96146336.0,86.9350462405376,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1965,95440988.0,86.2964937439306,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1964,94715795.0,85.6400093672919,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1963,93840016.0,84.8481486035863,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1962,93009498.0,84.0979722703953,81694.0,0.000878340403471482,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1961,92232738.0,83.3941279546034,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Central Europe and the Baltics,1960,91401764.0,,,,CEB,B8,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,2018,3249140605.0,98.13836364042,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,2017,3207188541.0,96.8712264454453,-11460012.0,-0.0035732267852350125,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,2016,3165142287.0,95.6012442974214,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,2015,3122841922.0,94.3236637988016,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,2014,3080325473.0,93.0395095659666,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,2013,3037662926.0,91.7476605614921,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,2012,2994852889.0,90.4544618860741,-14257384.0,-0.004760629162242633,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,2011,2951856336.0,89.155454874309,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,2010,2908287643.0,87.8396345557743,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,2009,2864614907.0,86.5204521234066,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,2008,2820903724.0,85.2015996954989,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,2007,2777145806.0,83.8794439927804,-13971996.0,-0.0050310631763782875,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,2006,2733462527.0,82.5602318761742,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,2005,2689939785.0,81.2461083689585,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,2004,2646598382.0,79.9369173332293,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,2003,2603385880.0,78.627436696627,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,2002,2560162782.0,77.321592735615,-14255662.0,-0.005568263901119394,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,2001,2516715617.0,76.0094089864931,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,2000,2472913805.0,74.6865142501279,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1999,2428682278.0,73.3514167071627,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1998,2384215228.0,72.0084163716169,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1997,2339478706.0,70.5965532756103,-7535702.0,-0.0032211030520061506,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1996,2294686411.0,69.2448924837448,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1995,2250115643.0,67.8999165326592,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1994,2205893669.0,66.5654658554905,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1993,2161909784.0,65.2245737508586,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1992,2117950211.0,63.8983184036582,-7479045.0,-0.0035312657309676484,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1991,2073777602.0,62.5656735364103,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1990,2029207305.0,61.2222848531711,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1989,1982404841.0,59.8102291328029,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1988,1937555154.0,58.457089753537,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1987,1892643036.0,57.102066797144,-1530147.0,-0.0008084709957953212,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1986,1847860252.0,55.7509459176703,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1985,1803388664.0,54.4092139902816,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1984,1759236282.0,53.0771126810219,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1983,1715519001.0,51.7581386048921,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1982,1672527054.0,50.4610482488989,1692818.0,0.0010121319089885406,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1981,1630688780.0,49.1987648329652,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1980,1590290482.0,47.9799262738662,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1979,1551478689.0,46.8089534309963,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1978,1514191924.0,45.6839915099257,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1977,1478222903.0,44.5987866399621,-4952237.0,-0.00335012871871327,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1976,1443191766.0,43.5418782389033,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1975,1408837332.0,42.5052196216194,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1974,1375099398.0,41.4873068149253,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1973,1342025603.0,40.4894081360701,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1972,1309615000.0,39.5115325099818,-3317858.0,-0.002533460597198413,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1971,1277990369.0,38.5574065753578,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1970,1247114277.0,37.625864318405,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1969,1216984739.0,36.7168458509946,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1968,1187602236.0,35.8303656850609,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1967,1158974343.0,34.9666523609452,-1886452.0,-0.0016276909073905184,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1966,1131050085.0,34.1241679454612,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1965,1103954709.0,33.3066911834402,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
Early-demographic dividend,1964,1077621038.0,32.5121953218139,,,EAR,V2,Aggregates,,Aggregates,Aggregates,,,
